school_year,division_name,school_name,gender,total_count,total_count_stem,total_count_non_stem,pass_advanced_count,pass_advanced_count_stem,pass_advanced_count_non_stem,pass_proficient_count,fail_count,pass_count,pass_count_stem,pass_count_non_stem,year,test_level,test_source,school_level,CS_enrollment_rate,pass_advanced_rate,pass_advanced_rate_stem,pass_advanced_rate_non_stem,pass_rate,pass_rate_stem,pass_rate_non_stem
2021-2022,Wise County,Central High,M,457,188,269,98,17,81,305,54,403,170,233,2022,EOC,SOL,High School,0.2967359050445104,21.444201312910284,9.042553191489363,30.111524163568777,88.18380743982495,90.42553191489363,86.61710037174721
2021-2022,Wise County,Eastside High,F,247,108,139,29,11,18,179,39,208,94,114,2022,EOC,SOL,High School,,11.740890688259109,10.185185185185185,12.949640287769784,84.21052631578947,87.03703703703704,82.01438848920863
2021-2022,Wise County,Eastside High,M,248,120,128,29,7,22,176,43,205,100,105,2022,EOC,SOL,High School,,11.693548387096774,5.833333333333333,17.1875,82.66129032258065,83.33333333333334,82.03125
2021-2022,Wise County,Union High,F,331,138,193,54,6,48,235,42,289,121,168,2022,EOC,SOL,High School,0.3861003861003861,16.314199395770395,4.3478260869565215,24.870466321243523,87.31117824773413,87.68115942028986,87.04663212435233
2021-2022,Wise County,Union High,M,393,166,227,65,11,54,264,64,329,138,191,2022,EOC,SOL,High School,6.0200668896321075,16.539440203562343,6.626506024096386,23.788546255506606,83.7150127226463,83.13253012048193,84.14096916299559
2021-2022,Wythe County,Fort Chiswell High,F,230,109,121,24,6,18,170,36,194,96,98,2022,EOC,SOL,High School,0.851063829787234,10.434782608695652,5.5045871559633035,14.87603305785124,84.34782608695653,88.07339449541286,80.99173553719008
2021-2022,Wythe County,Fort Chiswell High,M,202,104,98,28,6,22,141,33,169,86,83,2022,EOC,SOL,High School,1.7937219730941705,13.861386138613863,5.769230769230769,22.448979591836736,83.66336633663366,82.6923076923077,84.6938775510204
2021-2022,Wythe County,George Wythe High,F,215,118,97,32,11,21,157,26,189,108,81,2022,EOC,SOL,High School,1.5228426395939088,14.883720930232558,9.322033898305085,21.649484536082475,87.90697674418605,91.52542372881356,83.50515463917526
2021-2022,Wythe County,George Wythe High,M,266,131,135,40,13,27,175,51,215,112,103,2022,EOC,SOL,High School,2.788844621513944,15.037593984962406,9.923664122137405,20.0,80.82706766917293,85.49618320610686,76.29629629629629
2021-2022,Wythe County,Rural Retreat High,F,145,67,78,26,4,22,101,18,127,57,70,2022,EOC,SOL,High School,1.3245033112582782,17.93103448275862,5.970149253731343,28.205128205128204,87.58620689655172,85.07462686567165,89.74358974358975
2021-2022,Wythe County,Rural Retreat High,M,175,80,95,41,12,29,120,14,161,72,89,2022,EOC,SOL,High School,4.117647058823529,23.42857142857143,15.0,30.526315789473685,92.0,90.0,93.6842105263158
2021-2022,York County,Bruton High,F,507,229,278,82,14,68,312,113,394,164,230,2022,EOC,SOL,High School,,16.173570019723865,6.11353711790393,24.46043165467626,77.7120315581854,71.61572052401746,82.73381294964028
2021-2022,York County,Bruton High,M,562,288,274,67,14,53,352,143,419,216,203,2022,EOC,SOL,High School,,11.921708185053381,4.861111111111112,19.34306569343066,74.55516014234875,75.0,74.08759124087592
2021-2022,York County,Grafton High,F,900,405,495,209,45,164,601,90,810,357,453,2022,EOC,SOL,High School,0.9787928221859705,23.22222222222222,11.11111111111111,33.131313131313135,90.0,88.14814814814815,91.51515151515152
2021-2022,York County,Grafton High,M,829,387,442,188,42,146,544,97,732,329,403,2022,EOC,SOL,High School,3.1746031746031744,22.67792521109771,10.852713178294573,33.03167420814479,88.29915560916767,85.01291989664082,91.17647058823529
2021-2022,York County,Tabb High,F,864,393,471,179,36,143,589,96,768,344,424,2022,EOC,SOL,High School,,20.71759259259259,9.16030534351145,30.36093418259023,88.88888888888889,87.53180661577609,90.02123142250531
2021-2022,York County,Tabb High,M,777,344,433,165,39,126,532,80,697,308,389,2022,EOC,SOL,High School,,21.235521235521233,11.337209302325581,29.099307159353348,89.7039897039897,89.53488372093024,89.83833718244803
2021-2022,York County,York High,F,734,323,411,114,19,95,507,113,621,267,354,2022,EOC,SOL,High School,,15.531335149863759,5.88235294117647,23.114355231143552,84.60490463215258,82.6625386996904,86.13138686131386
2021-2022,York County,York High,M,754,345,409,102,25,77,518,134,620,285,335,2022,EOC,SOL,High School,,13.527851458885943,7.246376811594203,18.82640586797066,82.22811671087533,82.6086956521739,81.90709046454768
2021-2022,York County,York River Academy,F,11,11,,1,1,,9,1,10,10,,2022,EOC,SOL,High School,,9.090909090909092,9.090909090909092,,90.9090909090909,90.9090909090909,
2021-2022,York County,York River Academy,M,65,23,42,3,1,2,56,6,59,21,38,2022,EOC,SOL,High School,,4.615384615384616,4.3478260869565215,4.761904761904762,90.76923076923077,91.30434782608695,90.47619047619048
