School Year,Division Number,Division Name,School Number,School Name,Subject,Disadvantaged,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,English:Reading,Y,EOC,SOL,              12,              79,              33,              91,             124,     9.68,    63.71,    26.61,    73.39,  427
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,English:Writing,N,EOC,SOL,              23,              65,              31,              88,             119,    19.33,    54.62,    26.05,    73.95,  434
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,English:Writing,Y,EOC,SOL,               2,              41,              40,              43,              83,     2.41,    49.40,    48.19,    51.81,  393
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,History and Social Science,N,EOC,SOL,              24,             125,              56,             149,             205,    11.71,    60.98,    27.32,    72.68,  424
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,History and Social Science,Y,EOC,SOL,               4,              66,              69,              70,             139,     2.88,    47.48,    49.64,    50.36,  399
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,Mathematics,N,EOC,SOL,               6,             156,              23,             162,             185,     3.24,    84.32,    12.43,    87.57,  427
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,Mathematics,Y,EOC,SOL,               0,              77,              44,              77,             121,      .00,    63.64,    36.36,    63.64,  406
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,Science,N,EOC,SOL,               7,             108,              50,             115,             165,     4.24,    65.45,    30.30,    69.70,  418
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,Science,Y,EOC,SOL,               2,              63,              58,              65,             123,     1.63,    51.22,    47.15,    52.85,  402
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,History and Social Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,Mathematics,N,EOC,SOL,              13,              26,               6,              39,              45,    28.89,    57.78,    13.33,    86.67,  443
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  472
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,Science,N,EOC,SOL,               5,              13,               0,              18,              18,    27.78,    72.22,      .00,100.00,  472
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,Science,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,122,Radford City ,41,Radford High,English:Reading,N,EOC,SOL,              52,              75,              10,             127,             137,    37.96,    54.74,     7.30,    92.70,  475
2021-2022,122,Radford City ,41,Radford High,English:Reading,Y,EOC,SOL,              14,              62,               8,              76,              84,    16.67,    73.81,     9.52,    90.48,  446
2021-2022,122,Radford City ,41,Radford High,English:Writing,N,EOC,SOL,              14,              32,               8,              46,              54,    25.93,    59.26,    14.81,    85.19,  457
2021-2022,122,Radford City ,41,Radford High,English:Writing,Y,EOC,SOL,               5,              25,               7,              30,              37,    13.51,    67.57,    18.92,    81.08,  432
2021-2022,122,Radford City ,41,Radford High,History and Social Science,N,EOC,SOL,               9,              69,              29,              78,             107,     8.41,    64.49,    27.10,    72.90,  435
2021-2022,122,Radford City ,41,Radford High,History and Social Science,Y,EOC,SOL,               5,              33,              41,              38,              79,     6.33,    41.77,    51.90,    48.10,  399
2021-2022,122,Radford City ,41,Radford High,Mathematics,N,EOC,SOL,               6,              89,              24,              95,             119,     5.04,    74.79,    20.17,    79.83,  424
2021-2022,122,Radford City ,41,Radford High,Mathematics,Y,EOC,SOL,               1,              52,              32,              53,              85,     1.18,    61.18,    37.65,    62.35,  401
2021-2022,122,Radford City ,41,Radford High,Science,N,EOC,SOL,              11,             140,              45,             151,             196,     5.61,    71.43,    22.96,    77.04,  425
2021-2022,122,Radford City ,41,Radford High,Science,Y,EOC,SOL,               6,              74,              59,              80,             139,     4.32,    53.24,    42.45,    57.55,  407
2021-2022,78,Rappahannock County ,240,Rappahannock County Elementary,Mathematics,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,78,Rappahannock County ,230,Rappahannock County High,English:Reading,N,EOC,SOL,              16,              14,               3,              30,              33,    48.48,    42.42,     9.09,    90.91,  483
2021-2022,78,Rappahannock County ,230,Rappahannock County High,English:Reading,Y,EOC,SOL,               3,              12,               2,              15,              17,    17.65,    70.59,    11.76,    88.24,  451
2021-2022,78,Rappahannock County ,230,Rappahannock County High,English:Writing,N,EOC,SOL,               9,              22,               4,              31,              35,    25.71,    62.86,    11.43,    88.57,  469
2021-2022,78,Rappahannock County ,230,Rappahannock County High,English:Writing,Y,EOC,SOL,               3,               8,               6,              11,              17,    17.65,    47.06,    35.29,    64.71,  425
2021-2022,78,Rappahannock County ,230,Rappahannock County High,History and Social Science,N,EOC,SOL,               3,              21,              14,              24,              38,     7.89,    55.26,    36.84,    63.16,  408
2021-2022,78,Rappahannock County ,230,Rappahannock County High,History and Social Science,Y,EOC,SOL,<,<,<,<,              10,<,<,>50,<50,  391
2021-2022,78,Rappahannock County ,230,Rappahannock County High,Mathematics,N,EOC,SOL,               4,              43,               7,              47,              54,     7.41,    79.63,    12.96,    87.04,  436
2021-2022,78,Rappahannock County ,230,Rappahannock County High,Mathematics,Y,EOC,SOL,               1,              15,               8,              16,              24,     4.17,    62.50,    33.33,    66.67,  409
2021-2022,78,Rappahannock County ,230,Rappahannock County High,Science,N,EOC,SOL,               3,              30,               6,              33,              39,     7.69,    76.92,    15.38,    84.62,  428
2021-2022,78,Rappahannock County ,230,Rappahannock County High,Science,Y,EOC,SOL,               1,              11,              13,              12,              25,     4.00,    44.00,    52.00,    48.00,  406
2021-2022,123,Richmond City ,30,Albert Hill Middle,Mathematics,N,EOC,SOL,              28,              36,               3,              64,              67,    41.79,    53.73,     4.48,    95.52,  482
2021-2022,123,Richmond City ,30,Albert Hill Middle,Mathematics,Y,EOC,SOL,               1,              19,               3,              20,              23,     4.35,    82.61,    13.04,    86.96,  434
2021-2022,123,Richmond City ,30,Albert Hill Middle,Science,N,EOC,SOL,              10,              30,               3,              40,              43,    23.26,    69.77,     6.98,    93.02,  461
2021-2022,123,Richmond City ,30,Albert Hill Middle,Science,Y,EOC,SOL,               0,              11,               5,              11,              16,      .00,    68.75,    31.25,    68.75,  417
2021-2022,123,Richmond City ,850,Armstrong High ,English:Reading,N,EOC,SOL,               9,              36,              21,              45,              66,    13.64,    54.55,    31.82,    68.18,  425
2021-2022,123,Richmond City ,850,Armstrong High ,English:Reading,Y,EOC,SOL,               2,              70,              69,              72,             141,     1.42,    49.65,    48.94,    51.06,  395
2021-2022,123,Richmond City ,850,Armstrong High ,English:Writing,N,EOC,SOL,               4,              24,              33,              28,              61,     6.56,    39.34,    54.10,    45.90,  397
2021-2022,123,Richmond City ,850,Armstrong High ,English:Writing,Y,EOC,SOL,               1,              33,             114,              34,             148,      .68,    22.30,    77.03,    22.97,  363
2021-2022,123,Richmond City ,850,Armstrong High ,History and Social Science,N,EOC,SOL,               2,              27,              36,              29,              65,     3.08,    41.54,    55.38,    44.62,  394
2021-2022,123,Richmond City ,850,Armstrong High ,History and Social Science,Y,EOC,SOL,               1,              61,             129,              62,             191,      .52,    31.94,    67.54,    32.46,  384
2021-2022,123,Richmond City ,850,Armstrong High ,Mathematics,N,EOC,SOL,               2,              40,              48,              42,              90,     2.22,    44.44,    53.33,    46.67,  395
2021-2022,123,Richmond City ,850,Armstrong High ,Mathematics,Y,EOC,SOL,               0,              93,             124,              93,             217,      .00,    42.86,    57.14,    42.86,  390
2021-2022,123,Richmond City ,850,Armstrong High ,Science,N,EOC,SOL,               3,              22,              45,              25,              70,     4.29,    31.43,    64.29,    35.71,  385
2021-2022,123,Richmond City ,850,Armstrong High ,Science,Y,EOC,SOL,               0,              73,             104,              73,             177,      .00,    41.24,    58.76,    41.24,  386
2021-2022,123,Richmond City ,50,Binford Middle,Mathematics,N,EOC,SOL,              10,              58,              14,              68,              82,    12.20,    70.73,    17.07,    82.93,  440
2021-2022,123,Richmond City ,50,Binford Middle,Mathematics,Y,EOC,SOL,               0,              15,              10,              15,              25,      .00,    60.00,    40.00,    60.00,  403
2021-2022,123,Richmond City ,50,Binford Middle,Science,N,EOC,SOL,               7,              48,               8,              55,              63,    11.11,    76.19,    12.70,    87.30,  449
2021-2022,123,Richmond City ,50,Binford Middle,Science,Y,EOC,SOL,               0,              17,              15,              17,              32,      .00,    53.13,    46.88,    53.13,  404
2021-2022,123,Richmond City ,621,Franklin Military Academy,English:Reading,N,EOC,SOL,               1,              17,               0,              18,              18,     5.56,    94.44,      .00,100.00,  446
2021-2022,123,Richmond City ,621,Franklin Military Academy,English:Reading,Y,EOC,SOL,               3,              19,               1,              22,              23,    13.04,    82.61,     4.35,    95.65,  446
2021-2022,123,Richmond City ,621,Franklin Military Academy,English:Writing,N,EOC,SOL,               1,               8,               6,               9,              15,     6.67,    53.33,    40.00,    60.00,  418
2021-2022,123,Richmond City ,621,Franklin Military Academy,English:Writing,Y,EOC,SOL,               0,              16,              10,              16,              26,      .00,    61.54,    38.46,    61.54,  421
2021-2022,123,Richmond City ,621,Franklin Military Academy,History and Social Science,N,EOC,SOL,               0,              13,              10,              13,              23,      .00,    56.52,    43.48,    56.52,  396
2021-2022,123,Richmond City ,621,Franklin Military Academy,History and Social Science,Y,EOC,SOL,               0,              12,              22,              12,              34,      .00,    35.29,    64.71,    35.29,  386
2021-2022,123,Richmond City ,621,Franklin Military Academy,Mathematics,N,EOC,SOL,               3,              32,               6,              35,              41,     7.32,    78.05,    14.63,    85.37,  431
2021-2022,123,Richmond City ,621,Franklin Military Academy,Mathematics,Y,EOC,SOL,               1,              36,              10,              37,              47,     2.13,    76.60,    21.28,    78.72,  420
2021-2022,123,Richmond City ,621,Franklin Military Academy,Science,N,EOC,SOL,               2,              25,               4,              27,              31,     6.45,    80.65,    12.90,    87.10,  431
2021-2022,123,Richmond City ,621,Franklin Military Academy,Science,Y,EOC,SOL,               3,              27,              13,              30,              43,     6.98,    62.79,    30.23,    69.77,  425
2021-2022,123,Richmond City ,741,George Wythe High,English:Reading,N,EOC,SOL,               9,              50,             130,              59,             189,     4.76,    26.46,    68.78,    31.22,  351
2021-2022,123,Richmond City ,741,George Wythe High,English:Reading,Y,EOC,SOL,               2,              63,              73,              65,             138,     1.45,    45.65,    52.90,    47.10,  376
2021-2022,123,Richmond City ,741,George Wythe High,English:Writing,N,EOC,SOL,               5,              32,             152,              37,             189,     2.65,    16.93,    80.42,    19.58,  310
2021-2022,123,Richmond City ,741,George Wythe High,English:Writing,Y,EOC,SOL,               0,              39,             118,              39,             157,      .00,    24.84,    75.16,    24.84,  356
2021-2022,123,Richmond City ,741,George Wythe High,History and Social Science,N,EOC,SOL,               0,              41,             299,              41,             340,      .00,    12.06,    87.94,    12.06,  347
2021-2022,123,Richmond City ,741,George Wythe High,History and Social Science,Y,EOC,SOL,               0,              40,             176,              40,             216,      .00,    18.52,    81.48,    18.52,  337
2021-2022,123,Richmond City ,741,George Wythe High,Mathematics,N,EOC,SOL,               0,             100,             286,             100,             386,      .00,    25.91,    74.09,    25.91,  355
2021-2022,123,Richmond City ,741,George Wythe High,Mathematics,Y,EOC,SOL,               0,              68,             168,              68,             236,      .00,    28.81,    71.19,    28.81,  347
2021-2022,123,Richmond City ,741,George Wythe High,Science,N,EOC,SOL,               2,              37,             269,              39,             308,      .65,    12.01,    87.34,    12.66,  315
2021-2022,123,Richmond City ,741,George Wythe High,Science,Y,EOC,SOL,               0,              46,             215,              46,             261,      .00,    17.62,    82.38,    17.62,  328
2021-2022,123,Richmond City ,470,Henderson Middle,Mathematics,N,EOC,SOL,               1,              13,               0,              14,              14,     7.14,    92.86,      .00,100.00,  455
2021-2022,123,Richmond City ,470,Henderson Middle,Mathematics,Y,EOC,SOL,               0,              10,               7,              10,              17,      .00,    58.82,    41.18,    58.82,  398
2021-2022,123,Richmond City ,470,Henderson Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,123,Richmond City ,470,Henderson Middle,Science,Y,EOC,SOL,<,<,<,<,              10,<,<,>50,<50,  370
2021-2022,123,Richmond City ,1510,Huguenot High,English:Reading,N,EOC,SOL,              17,             100,              80,             117,             197,     8.63,    50.76,    40.61,    59.39,  410
2021-2022,123,Richmond City ,1510,Huguenot High,English:Reading,Y,EOC,SOL,              11,              88,              59,              99,             158,     6.96,    55.70,    37.34,    62.66,  415
2021-2022,123,Richmond City ,1510,Huguenot High,English:Writing,N,EOC,SOL,              15,              68,             113,              83,             196,     7.65,    34.69,    57.65,    42.35,  385
2021-2022,123,Richmond City ,1510,Huguenot High,English:Writing,Y,EOC,SOL,               7,              87,             100,              94,             194,     3.61,    44.85,    51.55,    48.45,  397
2021-2022,123,Richmond City ,1510,Huguenot High,History and Social Science,N,EOC,SOL,               3,              80,             156,              83,             239,     1.26,    33.47,    65.27,    34.73,  384
2021-2022,123,Richmond City ,1510,Huguenot High,History and Social Science,Y,EOC,SOL,               2,              76,             176,              78,             254,      .79,    29.92,    69.29,    30.71,  380
2021-2022,123,Richmond City ,1510,Huguenot High,Mathematics,N,EOC,SOL,               2,             145,              99,             147,             246,      .81,    58.94,    40.24,    59.76,  406
2021-2022,123,Richmond City ,1510,Huguenot High,Mathematics,Y,EOC,SOL,               7,             138,              87,             145,             232,     3.02,    59.48,    37.50,    62.50,  409
2021-2022,123,Richmond City ,1510,Huguenot High,Science,N,EOC,SOL,               2,              97,             137,              99,             236,      .85,    41.10,    58.05,    41.95,  388
2021-2022,123,Richmond City ,1510,Huguenot High,Science,Y,EOC,SOL,               3,              89,             135,              92,             227,     1.32,    39.21,    59.47,    40.53,  388
2021-2022,123,Richmond City ,730,John Marshall High,English:Reading,N,EOC,SOL,              15,              35,              13,              50,              63,    23.81,    55.56,    20.63,    79.37,  445
2021-2022,123,Richmond City ,730,John Marshall High,English:Reading,Y,EOC,SOL,               5,              59,              40,              64,             104,     4.81,    56.73,    38.46,    61.54,  410
2021-2022,123,Richmond City ,730,John Marshall High,English:Writing,N,EOC,SOL,              13,              25,              23,              38,              61,    21.31,    40.98,    37.70,    62.30,  423
2021-2022,123,Richmond City ,730,John Marshall High,English:Writing,Y,EOC,SOL,               1,              41,              71,              42,             113,      .88,    36.28,    62.83,    37.17,  381
2021-2022,123,Richmond City ,730,John Marshall High,History and Social Science,N,EOC,SOL,               3,              55,              18,              58,              76,     3.95,    72.37,    23.68,    76.32,  427
2021-2022,123,Richmond City ,730,John Marshall High,History and Social Science,Y,EOC,SOL,               5,              74,              58,              79,             137,     3.65,    54.01,    42.34,    57.66,  404
2021-2022,123,Richmond City ,730,John Marshall High,Mathematics,N,EOC,SOL,               5,              58,              24,              63,              87,     5.75,    66.67,    27.59,    72.41,  421
2021-2022,123,Richmond City ,730,John Marshall High,Mathematics,Y,EOC,SOL,               0,             108,              39,             108,             147,      .00,    73.47,    26.53,    73.47,  410
2021-2022,123,Richmond City ,730,John Marshall High,Science,N,EOC,SOL,               4,              52,              22,              56,              78,     5.13,    66.67,    28.21,    71.79,  420
2021-2022,123,Richmond City ,730,John Marshall High,Science,Y,EOC,SOL,               1,              56,              95,              57,             152,      .66,    36.84,    62.50,    37.50,  381
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,Mathematics,N,EOC,SOL,               0,              42,              10,              42,              52,      .00,    80.77,    19.23,    80.77,  411
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,Mathematics,Y,EOC,SOL,               0,              33,              16,              33,              49,      .00,    67.35,    32.65,    67.35,  396
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,Science,N,EOC,SOL,               2,              32,               5,              34,              39,     5.13,    82.05,    12.82,    87.18,  434
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,Science,Y,EOC,SOL,               0,              32,               6,              32,              38,      .00,    84.21,    15.79,    84.21,  422
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,Mathematics,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  439
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,Mathematics,Y,EOC,SOL,               1,              21,               8,              22,              30,     3.33,    70.00,    26.67,    73.33,  415
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  406
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,Science,Y,EOC,SOL,               0,              10,              20,              10,              30,      .00,    33.33,    66.67,    33.33,  386
2021-2022,123,Richmond City ,90,Open High,English:Reading,N,EOC,SOL,              22,              20,               0,              42,              42,    52.38,    47.62,      .00,100.00,  503
2021-2022,123,Richmond City ,90,Open High,English:Reading,Y,EOC,SOL,               7,              12,               1,              19,              20,    35.00,    60.00,     5.00,    95.00,  474
2021-2022,123,Richmond City ,90,Open High,English:Writing,N,EOC,SOL,              19,              21,               1,              40,              41,    46.34,    51.22,     2.44,    97.56,  495
2021-2022,123,Richmond City ,90,Open High,English:Writing,Y,EOC,SOL,               2,              15,               2,              17,              19,    10.53,    78.95,    10.53,    89.47,  443
2021-2022,123,Richmond City ,90,Open High,History and Social Science,N,EOC,SOL,               7,              26,               4,              33,              37,    18.92,    70.27,    10.81,    89.19,  456
2021-2022,123,Richmond City ,90,Open High,History and Social Science,Y,EOC,SOL,               0,              13,               1,              13,              14,      .00,    92.86,     7.14,    92.86,  427
2021-2022,123,Richmond City ,90,Open High,Mathematics,N,EOC,SOL,               5,              25,               7,              30,              37,    13.51,    67.57,    18.92,    81.08,  436
2021-2022,123,Richmond City ,90,Open High,Mathematics,Y,EOC,SOL,               1,              15,               2,              16,              18,     5.56,    83.33,    11.11,    88.89,  420
2021-2022,123,Richmond City ,90,Open High,Science,N,EOC,SOL,               8,              23,               6,              31,              37,    21.62,    62.16,    16.22,    83.78,  455
2021-2022,123,Richmond City ,90,Open High,Science,Y,EOC,SOL,               2,              11,               2,              13,              15,    13.33,    73.33,    13.33,    86.67,  429
2021-2022,123,Richmond City ,3110,Richmond Alternative,English:Reading,N,EOC,SOL,               1,               8,               5,               9,              14,     7.14,    57.14,    35.71,    64.29,  405
2021-2022,123,Richmond City ,3110,Richmond Alternative,English:Reading,Y,EOC,SOL,<,<,<,<,              18,<,<,>50,<50,  361
2021-2022,123,Richmond City ,3110,Richmond Alternative,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  371
2021-2022,123,Richmond City ,3110,Richmond Alternative,English:Writing,Y,EOC,SOL,<,<,<,<,              11,<,<,>50,<50,  350
2021-2022,123,Richmond City ,3110,Richmond Alternative,History and Social Science,N,EOC,SOL,               0,               1,              23,               1,              24,      .00,     4.17,    95.83,     4.17,  337
2021-2022,123,Richmond City ,3110,Richmond Alternative,History and Social Science,Y,EOC,SOL,               0,               1,              33,               1,              34,      .00,     2.94,    97.06,     2.94,  352
2021-2022,123,Richmond City ,3110,Richmond Alternative,Mathematics,N,EOC,SOL,<,<,<,<,              19,<,<,>50,<50,  361
2021-2022,123,Richmond City ,3110,Richmond Alternative,Mathematics,Y,EOC,SOL,               0,               4,              17,               4,              21,      .00,    19.05,    80.95,    19.05,  341
2021-2022,123,Richmond City ,3110,Richmond Alternative,Science,N,EOC,SOL,               0,               1,              20,               1,              21,      .00,     4.76,    95.24,     4.76,  361
2021-2022,123,Richmond City ,3110,Richmond Alternative,Science,Y,EOC,SOL,<,<,<,<,              17,<,<,>50,<50,  360
2021-2022,123,Richmond City ,452,Richmond Community High,English:Reading,N,EOC,SOL,              17,              15,               0,              32,              32,    53.13,    46.87,      .00,100.00,  504
2021-2022,123,Richmond City ,452,Richmond Community High,English:Reading,Y,EOC,SOL,               2,               8,               0,              10,              10,    20.00,    80.00,      .00,100.00,  462
2021-2022,123,Richmond City ,452,Richmond Community High,English:Writing,N,EOC,SOL,              16,              16,               0,              32,              32,    50.00,    50.00,      .00,100.00,  501
2021-2022,123,Richmond City ,452,Richmond Community High,English:Writing,Y,EOC,SOL,               4,              14,               0,              18,              18,    22.22,    77.78,      .00,100.00,  464
2021-2022,123,Richmond City ,452,Richmond Community High,History and Social Science,N,EOC,SOL,               3,              38,               6,              41,              47,     6.38,    80.85,    12.77,    87.23,  441
2021-2022,123,Richmond City ,452,Richmond Community High,History and Social Science,Y,EOC,SOL,               0,               9,               2,               9,              11,      .00,    81.82,    18.18,    81.82,  434
2021-2022,123,Richmond City ,452,Richmond Community High,Mathematics,N,EOC,SOL,               0,              37,               9,              37,              46,      .00,    80.43,    19.57,    80.43,  428
2021-2022,123,Richmond City ,452,Richmond Community High,Mathematics,Y,EOC,SOL,               1,               8,               4,               9,              13,     7.69,    61.54,    30.77,    69.23,  431
2021-2022,123,Richmond City ,452,Richmond Community High,Science,N,EOC,SOL,               6,              36,               1,              42,              43,    13.95,    83.72,     2.33,    97.67,  453
2021-2022,123,Richmond City ,452,Richmond Community High,Science,Y,EOC,SOL,               0,              15,               2,              15,              17,      .00,    88.24,    11.76,    88.24,  435
2021-2022,123,Richmond City ,1631,River City Middle,Mathematics,N,EOC,SOL,               2,              36,              11,              38,              49,     4.08,    73.47,    22.45,    77.55,  421
2021-2022,123,Richmond City ,1631,River City Middle,Mathematics,Y,EOC,SOL,               2,              67,              18,              69,              87,     2.30,    77.01,    20.69,    79.31,  423
2021-2022,123,Richmond City ,1631,River City Middle,Science,N,EOC,SOL,               0,              21,              27,              21,              48,      .00,    43.75,    56.25,    43.75,  400
2021-2022,123,Richmond City ,1631,River City Middle,Science,Y,EOC,SOL,               0,              48,              50,              48,              98,      .00,    48.98,    51.02,    48.98,  401
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,Mathematics,N,EOC,SOL,               0,              15,               3,              15,              18,      .00,    83.33,    16.67,    83.33,  426
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,Mathematics,Y,EOC,SOL,               0,              33,               6,              33,              39,      .00,    84.62,    15.38,    84.62,  419
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  399
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,Science,Y,EOC,SOL,               0,              15,              10,              15,              25,      .00,    60.00,    40.00,    60.00,  406
2021-2022,123,Richmond City ,20,Thomas Jefferson High,English:Reading,N,EOC,SOL,              40,              85,              28,             125,             153,    26.14,    55.56,    18.30,    81.70,  453
2021-2022,123,Richmond City ,20,Thomas Jefferson High,English:Reading,Y,EOC,SOL,              13,              89,              55,             102,             157,     8.28,    56.69,    35.03,    64.97,  416
2021-2022,123,Richmond City ,20,Thomas Jefferson High,English:Writing,N,EOC,SOL,              29,              58,              50,              87,             137,    21.17,    42.34,    36.50,    63.50,  428
2021-2022,123,Richmond City ,20,Thomas Jefferson High,English:Writing,Y,EOC,SOL,               8,              77,              96,              85,             181,     4.42,    42.54,    53.04,    46.96,  393
2021-2022,123,Richmond City ,20,Thomas Jefferson High,History and Social Science,N,EOC,SOL,              12,              54,              62,              66,             128,     9.38,    42.19,    48.44,    51.56,  406
2021-2022,123,Richmond City ,20,Thomas Jefferson High,History and Social Science,Y,EOC,SOL,               0,              20,             132,              20,             152,      .00,    13.16,    86.84,    13.16,  362
2021-2022,123,Richmond City ,20,Thomas Jefferson High,Mathematics,N,EOC,SOL,              12,              92,              59,             104,             163,     7.36,    56.44,    36.20,    63.80,  416
2021-2022,123,Richmond City ,20,Thomas Jefferson High,Mathematics,Y,EOC,SOL,               0,              87,              80,              87,             167,      .00,    52.10,    47.90,    52.10,  394
2021-2022,123,Richmond City ,20,Thomas Jefferson High,Science,N,EOC,SOL,              19,              76,              61,              95,             156,    12.18,    48.72,    39.10,    60.90,  422
2021-2022,123,Richmond City ,20,Thomas Jefferson High,Science,Y,EOC,SOL,               1,              52,             114,              53,             167,      .60,    31.14,    68.26,    31.74,  381
2021-2022,79,Richmond County ,210,Rappahannock High,English:Reading,N,EOC,SOL,              16,              26,               7,              42,              49,    32.65,    53.06,    14.29,    85.71,  464
2021-2022,79,Richmond County ,210,Rappahannock High,English:Reading,Y,EOC,SOL,               6,              27,              10,              33,              43,    13.95,    62.79,    23.26,    76.74,  438
2021-2022,79,Richmond County ,210,Rappahannock High,History and Social Science,N,EOC,SOL,              10,              46,              13,              56,              69,    14.49,    66.67,    18.84,    81.16,  438
2021-2022,79,Richmond County ,210,Rappahannock High,History and Social Science,Y,EOC,SOL,               3,              36,              18,              39,              57,     5.26,    63.16,    31.58,    68.42,  418
2021-2022,79,Richmond County ,210,Rappahannock High,Mathematics,N,EOC,SOL,               1,              58,              27,              59,              86,     1.16,    67.44,    31.40,    68.60,  411
2021-2022,79,Richmond County ,210,Rappahannock High,Mathematics,Y,EOC,SOL,               0,              43,              20,              43,              63,      .00,    68.25,    31.75,    68.25,  406
2021-2022,79,Richmond County ,210,Rappahannock High,Science,N,EOC,SOL,               3,              44,              10,              47,              57,     5.26,    77.19,    17.54,    82.46,  428
2021-2022,79,Richmond County ,210,Rappahannock High,Science,Y,EOC,SOL,               2,              33,              11,              35,              46,     4.35,    71.74,    23.91,    76.09,  424
2021-2022,79,Richmond County ,20,Richmond County Elementary,Mathematics,N,EOC,SOL,               1,              13,               0,              14,              14,     7.14,    92.86,      .00,100.00,  469
2021-2022,79,Richmond County ,20,Richmond County Elementary,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,Mathematics,N,EOC,SOL,               2,              14,               4,              16,              20,    10.00,    70.00,    20.00,    80.00,  438
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,Mathematics,Y,EOC,SOL,               1,              33,               7,              34,              41,     2.44,    80.49,    17.07,    82.93,  422
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,Science,N,EOC,SOL,               0,               9,               1,               9,              10,      .00,    90.00,    10.00,    90.00,  436
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,Science,Y,EOC,SOL,               0,              21,               4,              21,              25,      .00,    84.00,    16.00,    84.00,  419
2021-2022,124,Roanoke City ,210,Breckinridge Middle,Mathematics,N,EOC,SOL,               0,              32,              13,              32,              45,      .00,    71.11,    28.89,    71.11,  412
2021-2022,124,Roanoke City ,210,Breckinridge Middle,Mathematics,Y,EOC,SOL,               0,              49,               7,              49,              56,      .00,    87.50,    12.50,    87.50,  421
2021-2022,124,Roanoke City ,210,Breckinridge Middle,Science,N,EOC,SOL,               0,              20,              11,              20,              31,      .00,    64.52,    35.48,    64.52,  416
2021-2022,124,Roanoke City ,210,Breckinridge Middle,Science,Y,EOC,SOL,               0,              25,              11,              25,              36,      .00,    69.44,    30.56,    69.44,  417
2021-2022,124,Roanoke City ,450,James Madison Middle,Mathematics,N,EOC,SOL,              11,              85,               5,              96,             101,    10.89,    84.16,     4.95,    95.05,  455
2021-2022,124,Roanoke City ,450,James Madison Middle,Mathematics,Y,EOC,SOL,               3,              26,               4,              29,              33,     9.09,    78.79,    12.12,    87.88,  422
2021-2022,124,Roanoke City ,450,James Madison Middle,Science,N,EOC,SOL,              16,              44,               4,              60,              64,    25.00,    68.75,     6.25,    93.75,  472
2021-2022,124,Roanoke City ,450,James Madison Middle,Science,Y,EOC,SOL,               0,              16,               8,              16,              24,      .00,    66.67,    33.33,    66.67,  403
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,Mathematics,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  432
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,Mathematics,Y,EOC,SOL,               0,              19,               0,              19,              19,      .00,   100.00,      .00,100.00,  435
