School Year,Division Number,Division Name,School Number,School Name,Subject,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,45,Highland County ,220,Highland High,History and Social Science,EOC,SOL,               0,              10,               5,              10,              15,      .00,    66.67,    33.33,    66.67,  416
2021-2022,45,Highland County ,220,Highland High,Mathematics,EOC,SOL,               2,              16,               2,              18,              20,    10.00,    80.00,    10.00,    90.00,  447
2021-2022,45,Highland County ,220,Highland High,Science,EOC,SOL,               1,               6,               5,               7,              12,     8.33,    50.00,    41.67,    58.33,  421
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Mathematics,EOC,SOL,               1,              89,              17,              90,             107,      .93,    83.18,    15.89,    84.11,  416
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Science,EOC,SOL,               1,              28,               8,              29,              37,     2.70,    75.68,    21.62,    78.38,  431
2021-2022,114,Hopewell City ,120,Hopewell High,English:Reading,EOC,SOL,              29,             142,             107,             171,             278,    10.43,    51.08,    38.49,    61.51,  416
2021-2022,114,Hopewell City ,120,Hopewell High,English:Writing,EOC,SOL,              13,              90,              89,             103,             192,     6.77,    46.88,    46.35,    53.65,  407
2021-2022,114,Hopewell City ,120,Hopewell High,History and Social Science,EOC,SOL,               5,              93,             227,              98,             325,     1.54,    28.62,    69.85,    30.15,  382
2021-2022,114,Hopewell City ,120,Hopewell High,Mathematics,EOC,SOL,               2,             209,             127,             211,             338,      .59,    61.83,    37.57,    62.43,  404
2021-2022,114,Hopewell City ,120,Hopewell High,Science,EOC,SOL,               5,             130,             159,             135,             294,     1.70,    44.22,    54.08,    45.92,  392
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,Mathematics,EOC,SOL,              10,              11,               1,              21,              22,    45.45,    50.00,     4.55,    95.45,  487
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Reading,EOC,SOL,              90,             216,              42,             306,             348,    25.86,    62.07,    12.07,    87.93,  462
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Writing,EOC,SOL,              69,             200,              68,             269,             337,    20.47,    59.35,    20.18,    79.82,  446
2021-2022,46,Isle of Wight County ,40,Smithfield High,History and Social Science,EOC,SOL,              43,             216,             146,             259,             405,    10.62,    53.33,    36.05,    63.95,  420
2021-2022,46,Isle of Wight County ,40,Smithfield High,Mathematics,EOC,SOL,              18,             309,              56,             327,             383,     4.70,    80.68,    14.62,    85.38,  431
2021-2022,46,Isle of Wight County ,40,Smithfield High,Science,EOC,SOL,              40,             270,             113,             310,             423,     9.46,    63.83,    26.71,    73.29,  423
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Mathematics,EOC,SOL,              43,              55,               1,              98,              99,    43.43,    55.56,     1.01,    98.99,  490
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Reading,EOC,SOL,              24,              88,              14,             112,             126,    19.05,    69.84,    11.11,    88.89,  455
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Writing,EOC,SOL,              24,              79,              20,             103,             123,    19.51,    64.23,    16.26,    83.74,  448
2021-2022,46,Isle of Wight County ,250,Windsor High,History and Social Science,EOC,SOL,               9,             117,              32,             126,             158,     5.70,    74.05,    20.25,    79.75,  431
2021-2022,46,Isle of Wight County ,250,Windsor High,Mathematics,EOC,SOL,               3,             122,              27,             125,             152,     1.97,    80.26,    17.76,    82.24,  427
2021-2022,46,Isle of Wight County ,250,Windsor High,Science,EOC,SOL,               7,             161,              29,             168,             197,     3.55,    81.73,    14.72,    85.28,  432
2021-2022,48,King George County ,120,King George High,English:Reading,EOC,SOL,             103,             219,              31,             322,             353,    29.18,    62.04,     8.78,    91.22,  466
2021-2022,48,King George County ,120,King George High,English:Writing,EOC,SOL,              17,               4,               0,              21,              21,    80.95,    19.05,      .00,100.00,  535
2021-2022,48,King George County ,120,King George High,History and Social Science,EOC,SOL,               4,              73,             156,              77,             233,     1.72,    31.33,    66.95,    33.05,  384
2021-2022,48,King George County ,120,King George High,Mathematics,EOC,SOL,              23,             258,             136,             281,             417,     5.52,    61.87,    32.61,    67.39,  417
2021-2022,48,King George County ,120,King George High,Science,EOC,SOL,              30,             266,             204,             296,             500,     6.00,    53.20,    40.80,    59.20,  411
2021-2022,48,King George County ,10,King George Middle,History and Social Science,EOC,SOL,              38,             213,             123,             251,             374,    10.16,    56.95,    32.89,    67.11,  424
2021-2022,48,King George County ,10,King George Middle,Mathematics,EOC,SOL,              44,              72,               0,             116,             116,    37.93,    62.07,      .00,100.00,  491
2021-2022,50,King William County ,160,Hamilton Holmes Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Mathematics,EOC,SOL,               3,              51,               1,              54,              55,     5.45,    92.73,     1.82,    98.18,  456
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Science,EOC,SOL,               6,              32,               0,              38,              38,    15.79,    84.21,      .00,100.00,  462
2021-2022,50,King William County ,130,King William High,English:Reading,EOC,SOL,              24,             107,              37,             131,             168,    14.29,    63.69,    22.02,    77.98,  439
2021-2022,50,King William County ,130,King William High,English:Writing,EOC,SOL,               0,               9,               9,               9,              18,      .00,    50.00,    50.00,    50.00,  389
2021-2022,50,King William County ,130,King William High,History and Social Science,EOC,SOL,              24,             122,              56,             146,             202,    11.88,    60.40,    27.72,    72.28,  427
2021-2022,50,King William County ,130,King William High,Mathematics,EOC,SOL,               6,             140,              32,             146,             178,     3.37,    78.65,    17.98,    82.02,  426
2021-2022,50,King William County ,130,King William High,Science,EOC,SOL,              10,             136,              54,             146,             200,     5.00,    68.00,    27.00,    73.00,  416
2021-2022,49,King and Queen County ,280,Central High,English:Reading,EOC,SOL,               4,              35,               4,              39,              43,     9.30,    81.40,     9.30,    90.70,  432
2021-2022,49,King and Queen County ,280,Central High,English:Writing,EOC,SOL,               1,              21,              21,              22,              43,     2.33,    48.84,    48.84,    51.16,  400
2021-2022,49,King and Queen County ,280,Central High,History and Social Science,EOC,SOL,               4,              32,              26,              36,              62,     6.45,    51.61,    41.94,    58.06,  404
2021-2022,49,King and Queen County ,280,Central High,Mathematics,EOC,SOL,               0,              57,              19,              57,              76,      .00,    75.00,    25.00,    75.00,  404
2021-2022,49,King and Queen County ,280,Central High,Science,EOC,SOL,               5,              32,              12,              37,              49,    10.20,    65.31,    24.49,    75.51,  412
2021-2022,51,Lancaster County ,10,Lancaster High,English:Reading,EOC,SOL,              13,              69,              16,              82,              98,    13.27,    70.41,    16.33,    83.67,  438
2021-2022,51,Lancaster County ,10,Lancaster High,History and Social Science,EOC,SOL,               0,              51,              83,              51,             134,      .00,    38.06,    61.94,    38.06,  383
2021-2022,51,Lancaster County ,10,Lancaster High,Mathematics,EOC,SOL,               3,              83,              18,              86,             104,     2.88,    79.81,    17.31,    82.69,  420
2021-2022,51,Lancaster County ,10,Lancaster High,Science,EOC,SOL,               3,              59,              18,              62,              80,     3.75,    73.75,    22.50,    77.50,  422
2021-2022,51,Lancaster County ,110,Lancaster Middle,Mathematics,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  415
2021-2022,52,Lee County ,300,Lee High,English:Reading,EOC,SOL,              24,              88,              22,             112,             134,    17.91,    65.67,    16.42,    83.58,  452
2021-2022,52,Lee County ,300,Lee High,English:Writing,EOC,SOL,               5,              11,               1,              16,              17,    29.41,    64.71,     5.88,    94.12,  464
2021-2022,52,Lee County ,300,Lee High,History and Social Science,EOC,SOL,               6,              76,              88,              82,             170,     3.53,    44.71,    51.76,    48.24,  403
2021-2022,52,Lee County ,300,Lee High,Mathematics,EOC,SOL,              12,             168,              28,             180,             208,     5.77,    80.77,    13.46,    86.54,  437
2021-2022,52,Lee County ,300,Lee High,Science,EOC,SOL,              10,             141,              45,             151,             196,     5.10,    71.94,    22.96,    77.04,  426
2021-2022,52,Lee County ,880,Thomas Walker High,English:Reading,EOC,SOL,              10,              27,               8,              37,              45,    22.22,    60.00,    17.78,    82.22,  448
2021-2022,52,Lee County ,880,Thomas Walker High,English:Writing,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,52,Lee County ,880,Thomas Walker High,History and Social Science,EOC,SOL,               9,              33,              33,              42,              75,    12.00,    44.00,    44.00,    56.00,  418
2021-2022,52,Lee County ,880,Thomas Walker High,Mathematics,EOC,SOL,               6,              57,               7,              63,              70,     8.57,    81.43,    10.00,    90.00,  437
2021-2022,52,Lee County ,880,Thomas Walker High,Science,EOC,SOL,               2,              79,              33,              81,             114,     1.75,    69.30,    28.95,    71.05,  416
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,History and Social Science,EOC,SOL,               7,              33,               7,              40,              47,    14.89,    70.21,    14.89,    85.11,  448
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Mathematics,EOC,SOL,               8,              20,               1,              28,              29,    27.59,    68.97,     3.45,    96.55,  468
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Science,EOC,SOL,               5,              32,              10,              37,              47,    10.64,    68.09,    21.28,    78.72,  440
2021-2022,53,Loudoun County ,940,Belmont Ridge Middle,Mathematics,EOC,SOL,             129,             215,               7,             344,             351,    36.75,    61.25,     1.99,    98.01,  483
2021-2022,53,Loudoun County ,790,Blue Ridge Middle,Mathematics,EOC,SOL,              36,             242,               3,             278,             281,    12.81,    86.12,     1.07,    98.93,  455
2021-2022,53,Loudoun County ,1120,Brambleton Middle,Mathematics,EOC,SOL,             199,             290,              22,             489,             511,    38.94,    56.75,     4.31,    95.69,  474
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Reading,EOC,SOL,             228,             206,               8,             434,             442,    51.58,    46.61,     1.81,    98.19,  499
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Writing,EOC,SOL,             241,             184,              13,             425,             438,    55.02,    42.01,     2.97,    97.03,  508
2021-2022,53,Loudoun County ,420,Briar Woods High ,History and Social Science,EOC,SOL,              73,             355,              66,             428,             494,    14.78,    71.86,    13.36,    86.64,  448
2021-2022,53,Loudoun County ,420,Briar Woods High ,Mathematics,EOC,SOL,              26,             403,              67,             429,             496,     5.24,    81.25,    13.51,    86.49,  427
2021-2022,53,Loudoun County ,420,Briar Woods High ,Science,EOC,SOL,             144,             578,              99,             722,             821,    17.54,    70.40,    12.06,    87.94,  440
2021-2022,53,Loudoun County ,740,Broad Run High,English:Reading,EOC,SOL,             130,             215,              28,             345,             373,    34.85,    57.64,     7.51,    92.49,  475
2021-2022,53,Loudoun County ,740,Broad Run High,English:Writing,EOC,SOL,             143,             175,              34,             318,             352,    40.63,    49.72,     9.66,    90.34,  482
2021-2022,53,Loudoun County ,740,Broad Run High,History and Social Science,EOC,SOL,              54,             282,              75,             336,             411,    13.14,    68.61,    18.25,    81.75,  440
2021-2022,53,Loudoun County ,740,Broad Run High,Mathematics,EOC,SOL,              35,             333,              87,             368,             455,     7.69,    73.19,    19.12,    80.88,  429
2021-2022,53,Loudoun County ,740,Broad Run High,Science,EOC,SOL,              70,             479,             144,             549,             693,    10.10,    69.12,    20.78,    79.22,  431
2021-2022,53,Loudoun County ,31,Dominion High,English:Reading,EOC,SOL,              78,             177,             108,             255,             363,    21.49,    48.76,    29.75,    70.25,  374
2021-2022,53,Loudoun County ,31,Dominion High,English:Writing,EOC,SOL,              80,             128,              60,             208,             268,    29.85,    47.76,    22.39,    77.61,  459
2021-2022,53,Loudoun County ,31,Dominion High,History and Social Science,EOC,SOL,              68,             254,             119,             322,             441,    15.42,    57.60,    26.98,    73.02,  435
2021-2022,53,Loudoun County ,31,Dominion High,Mathematics,EOC,SOL,               1,             180,             220,             181,             401,      .25,    44.89,    54.86,    45.14,  270
2021-2022,53,Loudoun County ,31,Dominion High,Science,EOC,SOL,              34,             304,             279,             338,             617,     5.51,    49.27,    45.22,    54.78,  324
2021-2022,53,Loudoun County ,880,Eagle Ridge Middle,Mathematics,EOC,SOL,             135,             338,               6,             473,             479,    28.18,    70.56,     1.25,    98.75,  474
2021-2022,53,Loudoun County ,210,Farmwell Station Middle,Mathematics,EOC,SOL,              77,             209,               8,             286,             294,    26.19,    71.09,     2.72,    97.28,  473
2021-2022,53,Loudoun County ,120,Freedom High ,English:Reading,EOC,SOL,             186,             308,              14,             494,             508,    36.61,    60.63,     2.76,    97.24,  482
2021-2022,53,Loudoun County ,120,Freedom High ,English:Writing,EOC,SOL,             244,             223,              14,             467,             481,    50.73,    46.36,     2.91,    97.09,  505
2021-2022,53,Loudoun County ,120,Freedom High ,History and Social Science,EOC,SOL,              87,             371,              51,             458,             509,    17.09,    72.89,    10.02,    89.98,  453
2021-2022,53,Loudoun County ,120,Freedom High ,Mathematics,EOC,SOL,              49,             397,              40,             446,             486,    10.08,    81.69,     8.23,    91.77,  444
2021-2022,53,Loudoun County ,120,Freedom High ,Science,EOC,SOL,             149,             605,              80,             754,             834,    17.87,    72.54,     9.59,    90.41,  449
2021-2022,53,Loudoun County ,921,Harmony Middle,Mathematics,EOC,SOL,              28,             135,              20,             163,             183,    15.30,    73.77,    10.93,    89.07,  445
2021-2022,53,Loudoun County ,520,Harper Park Middle,Mathematics,EOC,SOL,              32,             198,              11,             230,             241,    13.28,    82.16,     4.56,    95.44,  447
2021-2022,53,Loudoun County ,900,Heritage High,English:Reading,EOC,SOL,             112,             198,              39,             310,             349,    32.09,    56.73,    11.17,    88.83,  467
2021-2022,53,Loudoun County ,900,Heritage High,English:Writing,EOC,SOL,             119,             180,              23,             299,             322,    36.96,    55.90,     7.14,    92.86,  482
2021-2022,53,Loudoun County ,900,Heritage High,History and Social Science,EOC,SOL,              50,             214,              86,             264,             350,    14.29,    61.14,    24.57,    75.43,  432
2021-2022,53,Loudoun County ,900,Heritage High,Mathematics,EOC,SOL,              16,             250,             121,             266,             387,     4.13,    64.60,    31.27,    68.73,  414
2021-2022,53,Loudoun County ,900,Heritage High,Science,EOC,SOL,              59,             410,             159,             469,             628,     9.39,    65.29,    25.32,    74.68,  417
2021-2022,53,Loudoun County ,1110,Independence High,English:Reading,EOC,SOL,             168,             265,              13,             433,             446,    37.67,    59.42,     2.91,    97.09,  487
2021-2022,53,Loudoun County ,1110,Independence High,English:Writing,EOC,SOL,             218,             209,              23,             427,             450,    48.44,    46.44,     5.11,    94.89,  498
2021-2022,53,Loudoun County ,1110,Independence High,History and Social Science,EOC,SOL,             172,             317,              50,             489,             539,    31.91,    58.81,     9.28,    90.72,  473
2021-2022,53,Loudoun County ,1110,Independence High,Mathematics,EOC,SOL,              28,             400,              86,             428,             514,     5.45,    77.82,    16.73,    83.27,  424
2021-2022,53,Loudoun County ,1110,Independence High,Science,EOC,SOL,             141,             512,             144,             653,             797,    17.69,    64.24,    18.07,    81.93,  425
2021-2022,53,Loudoun County ,20,J. Lupton Simpson Middle,Mathematics,EOC,SOL,              19,             248,              28,             267,             295,     6.44,    84.07,     9.49,    90.51,  433
2021-2022,53,Loudoun County ,580,J. Michael Lunsford Middle,Mathematics,EOC,SOL,             133,             325,               9,             458,             467,    28.48,    69.59,     1.93,    98.07,  475
2021-2022,53,Loudoun County ,370,John Champe High,English:Reading,EOC,SOL,             113,             205,              28,             318,             346,    32.66,    59.25,     8.09,    91.91,  472
2021-2022,53,Loudoun County ,370,John Champe High,English:Writing,EOC,SOL,             146,             179,              32,             325,             357,    40.90,    50.14,     8.96,    91.04,  485
2021-2022,53,Loudoun County ,370,John Champe High,History and Social Science,EOC,SOL,              97,             291,              73,             388,             461,    21.04,    63.12,    15.84,    84.16,  453
2021-2022,53,Loudoun County ,370,John Champe High,Mathematics,EOC,SOL,              35,             328,              90,             363,             453,     7.73,    72.41,    19.87,    80.13,  423
2021-2022,53,Loudoun County ,370,John Champe High,Science,EOC,SOL,              82,             480,             131,             562,             693,    11.83,    69.26,    18.90,    81.10,  420
2021-2022,53,Loudoun County ,1130,Lightridge High,English:Reading,EOC,SOL,             164,             209,              16,             373,             389,    42.16,    53.73,     4.11,    95.89,  486
2021-2022,53,Loudoun County ,1130,Lightridge High,English:Writing,EOC,SOL,             188,             167,              21,             355,             376,    50.00,    44.41,     5.59,    94.41,  500
2021-2022,53,Loudoun County ,1130,Lightridge High,History and Social Science,EOC,SOL,              60,             357,              66,             417,             483,    12.42,    73.91,    13.66,    86.34,  445
2021-2022,53,Loudoun County ,1130,Lightridge High,Mathematics,EOC,SOL,              28,             350,             104,             378,             482,     5.81,    72.61,    21.58,    78.42,  421
2021-2022,53,Loudoun County ,1130,Lightridge High,Science,EOC,SOL,             121,             493,             125,             614,             739,    16.37,    66.71,    16.91,    83.09,  435
2021-2022,53,Loudoun County ,660,Loudoun County High,English:Reading,EOC,SOL,             130,             187,              44,             317,             361,    36.01,    51.80,    12.19,    87.81,  472
2021-2022,53,Loudoun County ,660,Loudoun County High,English:Writing,EOC,SOL,             104,             179,              57,             283,             340,    30.59,    52.65,    16.76,    83.24,  465
2021-2022,53,Loudoun County ,660,Loudoun County High,History and Social Science,EOC,SOL,              57,             269,              98,             326,             424,    13.44,    63.44,    23.11,    76.89,  439
2021-2022,53,Loudoun County ,660,Loudoun County High,Mathematics,EOC,SOL,              17,             289,             104,             306,             410,     4.15,    70.49,    25.37,    74.63,  411
2021-2022,53,Loudoun County ,660,Loudoun County High,Science,EOC,SOL,              58,             467,             184,             525,             709,     8.18,    65.87,    25.95,    74.05,  421
2021-2022,53,Loudoun County ,680,Loudoun Valley High,English:Reading,EOC,SOL,              96,             186,              26,             282,             308,    31.17,    60.39,     8.44,    91.56,  474
2021-2022,53,Loudoun County ,680,Loudoun Valley High,English:Writing,EOC,SOL,             102,             162,              49,             264,             313,    32.59,    51.76,    15.65,    84.35,  467
2021-2022,53,Loudoun County ,680,Loudoun Valley High,History and Social Science,EOC,SOL,              50,             194,              69,             244,             313,    15.97,    61.98,    22.04,    77.96,  439
2021-2022,53,Loudoun County ,680,Loudoun Valley High,Mathematics,EOC,SOL,               4,             187,             118,             191,             309,     1.29,    60.52,    38.19,    61.81,  402
2021-2022,53,Loudoun County ,680,Loudoun Valley High,Science,EOC,SOL,              39,             337,             159,             376,             535,     7.29,    62.99,    29.72,    70.28,  408
2021-2022,53,Loudoun County ,320,Mercer Middle ,Mathematics,EOC,SOL,             118,             185,              16,             303,             319,    36.99,    57.99,     5.02,    94.98,  477
2021-2022,53,Loudoun County ,60,Park View High,English:Reading,EOC,SOL,              41,             186,              73,             227,             300,    13.67,    62.00,    24.33,    75.67,  433
2021-2022,53,Loudoun County ,60,Park View High,English:Writing,EOC,SOL,              33,             121,              94,             154,             248,    13.31,    48.79,    37.90,    62.10,  422
2021-2022,53,Loudoun County ,60,Park View High,History and Social Science,EOC,SOL,              18,             217,             230,             235,             465,     3.87,    46.67,    49.46,    50.54,  403
2021-2022,53,Loudoun County ,60,Park View High,Mathematics,EOC,SOL,               1,             244,             193,             245,             438,      .23,    55.71,    44.06,    55.94,  396
2021-2022,53,Loudoun County ,60,Park View High,Science,EOC,SOL,               9,             229,             225,             238,             463,     1.94,    49.46,    48.60,    51.40,  396
2021-2022,53,Loudoun County ,140,Potomac Falls High,English:Reading,EOC,SOL,             103,             221,              37,             324,             361,    28.53,    61.22,    10.25,    89.75,  469
2021-2022,53,Loudoun County ,140,Potomac Falls High,English:Writing,EOC,SOL,             125,             174,              58,             299,             357,    35.01,    48.74,    16.25,    83.75,  471
2021-2022,53,Loudoun County ,140,Potomac Falls High,History and Social Science,EOC,SOL,              40,             290,             153,             330,             483,     8.28,    60.04,    31.68,    68.32,  423
2021-2022,53,Loudoun County ,140,Potomac Falls High,Mathematics,EOC,SOL,              24,             315,              87,             339,             426,     5.63,    73.94,    20.42,    79.58,  421
2021-2022,53,Loudoun County ,140,Potomac Falls High,Science,EOC,SOL,              56,             497,             149,             553,             702,     7.98,    70.80,    21.23,    78.77,  426
2021-2022,53,Loudoun County ,930,River Bend Middle,Mathematics,EOC,SOL,              32,             251,              24,             283,             307,    10.42,    81.76,     7.82,    92.18,  441
2021-2022,53,Loudoun County ,1050,Riverside High,English:Reading,EOC,SOL,             165,             281,              27,             446,             473,    34.88,    59.41,     5.71,    94.29,  477
2021-2022,53,Loudoun County ,1050,Riverside High,English:Writing,EOC,SOL,             186,             250,              24,             436,             460,    40.43,    54.35,     5.22,    94.78,  487
2021-2022,53,Loudoun County ,1050,Riverside High,History and Social Science,EOC,SOL,             106,             313,              84,             419,             503,    21.07,    62.23,    16.70,    83.30,  454
2021-2022,53,Loudoun County ,1050,Riverside High,Mathematics,EOC,SOL,              21,             382,              97,             403,             500,     4.20,    76.40,    19.40,    80.60,  424
2021-2022,53,Loudoun County ,1050,Riverside High,Science,EOC,SOL,             134,             587,              93,             721,             814,    16.46,    72.11,    11.43,    88.57,  447
2021-2022,53,Loudoun County ,1060,Rock Ridge High,English:Reading,EOC,SOL,             134,             168,              26,             302,             328,    40.85,    51.22,     7.93,    92.07,  474
2021-2022,53,Loudoun County ,1060,Rock Ridge High,English:Writing,EOC,SOL,             189,             101,              34,             290,             324,    58.33,    31.17,    10.49,    89.51,  504
2021-2022,53,Loudoun County ,1060,Rock Ridge High,History and Social Science,EOC,SOL,             105,             230,              56,             335,             391,    26.85,    58.82,    14.32,    85.68,  461
2021-2022,53,Loudoun County ,1060,Rock Ridge High,Mathematics,EOC,SOL,              38,             278,              76,             316,             392,     9.69,    70.92,    19.39,    80.61,  425
2021-2022,53,Loudoun County ,1060,Rock Ridge High,Science,EOC,SOL,              74,             428,              94,             502,             596,    12.42,    71.81,    15.77,    84.23,  433
2021-2022,53,Loudoun County ,30,Seneca Ridge Middle,Mathematics,EOC,SOL,              35,             186,              21,             221,             242,    14.46,    76.86,     8.68,    91.32,  425
2021-2022,53,Loudoun County ,90,Smart's Mill Middle ,Mathematics,EOC,SOL,              14,             213,              35,             227,             262,     5.34,    81.30,    13.36,    86.64,  427
2021-2022,53,Loudoun County ,760,Sterling Middle,Mathematics,EOC,SOL,              13,             200,              13,             213,             226,     5.75,    88.50,     5.75,    94.25,  434
2021-2022,53,Loudoun County ,850,Stone Bridge High,English:Reading,EOC,SOL,             154,             239,              16,             393,             409,    37.65,    58.44,     3.91,    96.09,  479
2021-2022,53,Loudoun County ,850,Stone Bridge High,English:Writing,EOC,SOL,             172,             213,              33,             385,             418,    41.15,    50.96,     7.89,    92.11,  486
2021-2022,53,Loudoun County ,850,Stone Bridge High,History and Social Science,EOC,SOL,              79,             338,              83,             417,             500,    15.80,    67.60,    16.60,    83.40,  446
2021-2022,53,Loudoun County ,850,Stone Bridge High,Mathematics,EOC,SOL,              25,             331,              91,             356,             447,     5.59,    74.05,    20.36,    79.64,  419
2021-2022,53,Loudoun County ,850,Stone Bridge High,Science,EOC,SOL,              85,             570,             127,             655,             782,    10.87,    72.89,    16.24,    83.76,  428
2021-2022,53,Loudoun County ,570,Stone Hill Middle,Mathematics,EOC,SOL,             205,             243,              42,             448,             490,    41.84,    49.59,     8.57,    91.43,  462
2021-2022,53,Loudoun County ,1040,Trailside Middle,Mathematics,EOC,SOL,              61,             333,              21,             394,             415,    14.70,    80.24,     5.06,    94.94,  450
2021-2022,53,Loudoun County ,200,Tuscarora High,English:Reading,EOC,SOL,             105,             176,              40,             281,             321,    32.71,    54.83,    12.46,    87.54,  468
2021-2022,53,Loudoun County ,200,Tuscarora High,English:Writing,EOC,SOL,              92,             157,              49,             249,             298,    30.87,    52.68,    16.44,    83.56,  464
2021-2022,53,Loudoun County ,200,Tuscarora High,History and Social Science,EOC,SOL,              59,             214,             152,             273,             425,    13.88,    50.35,    35.76,    64.24,  430
2021-2022,53,Loudoun County ,200,Tuscarora High,Mathematics,EOC,SOL,               5,             273,              87,             278,             365,     1.37,    74.79,    23.84,    76.16,  415
2021-2022,53,Loudoun County ,200,Tuscarora High,Science,EOC,SOL,              52,             380,             177,             432,             609,     8.54,    62.40,    29.06,    70.94,  418
2021-2022,53,Loudoun County ,532,W.O. Robey High,English:Reading,EOC,SOL,<,<,<,<,              19,<,<,>50,<50,  250
2021-2022,53,Loudoun County ,532,W.O. Robey High,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,53,Loudoun County ,532,W.O. Robey High,Mathematics,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  417
2021-2022,53,Loudoun County ,532,W.O. Robey High,Science,EOC,SOL,<,<,<,<,              15,<,<,>50,<50,  357
2021-2022,53,Loudoun County ,360,Willard Middle,Mathematics,EOC,SOL,             164,             362,              52,             526,             578,    28.37,    62.63,     9.00,    91.00,  451
2021-2022,53,Loudoun County ,590,Woodgrove High,English:Reading,EOC,SOL,             151,             208,              36,             359,             395,    38.23,    52.66,     9.11,    90.89,  478
2021-2022,53,Loudoun County ,590,Woodgrove High,English:Writing,EOC,SOL,             137,             196,              45,             333,             378,    36.24,    51.85,    11.90,    88.10,  472
2021-2022,53,Loudoun County ,590,Woodgrove High,History and Social Science,EOC,SOL,              90,             266,              74,             356,             430,    20.93,    61.86,    17.21,    82.79,  452
2021-2022,53,Loudoun County ,590,Woodgrove High,Mathematics,EOC,SOL,              15,             353,              69,             368,             437,     3.43,    80.78,    15.79,    84.21,  421
2021-2022,53,Loudoun County ,590,Woodgrove High,Science,EOC,SOL,              35,             458,             136,             493,             629,     5.56,    72.81,    21.62,    78.38,  423
2021-2022,54,Louisa County ,602,Louisa County High,English:Reading,EOC,SOL,             114,             229,              36,             343,             379,    30.08,    60.42,     9.50,    90.50,  466
2021-2022,54,Louisa County ,602,Louisa County High,History and Social Science,EOC,SOL,              54,             287,             165,             341,             506,    10.67,    56.72,    32.61,    67.39,  426
2021-2022,54,Louisa County ,602,Louisa County High,Mathematics,EOC,SOL,              28,             389,              43,             417,             460,     6.09,    84.57,     9.35,    90.65,  438
2021-2022,54,Louisa County ,602,Louisa County High,Science,EOC,SOL,              63,             361,              67,             424,             491,    12.83,    73.52,    13.65,    86.35,  446
2021-2022,54,Louisa County ,601,Louisa County Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,54,Louisa County ,601,Louisa County Middle,Mathematics,EOC,SOL,              29,             114,               3,             143,             146,    19.86,    78.08,     2.05,    97.95,  463
2021-2022,55,Lunenburg County ,560,Central High,English:Reading,EOC,SOL,              22,              77,              25,              99,             124,    17.74,    62.10,    20.16,    79.84,  440
2021-2022,55,Lunenburg County ,560,Central High,English:Writing,EOC,SOL,              13,              90,              51,             103,             154,     8.44,    58.44,    33.12,    66.88,  418
2021-2022,55,Lunenburg County ,560,Central High,History and Social Science,EOC,SOL,               4,              78,              67,              82,             149,     2.68,    52.35,    44.97,    55.03,  402
2021-2022,55,Lunenburg County ,560,Central High,Mathematics,EOC,SOL,               1,             131,              15,             132,             147,      .68,    89.12,    10.20,    89.80,  429
2021-2022,55,Lunenburg County ,560,Central High,Science,EOC,SOL,              18,             161,              73,             179,             252,     7.14,    63.89,    28.97,    71.03,  426
2021-2022,55,Lunenburg County ,171,Lunenburg Middle,Mathematics,EOC,SOL,               0,              30,               2,              30,              32,      .00,    93.75,     6.25,    93.75,  423
2021-2022,115,Lynchburg City ,260,E.C. Glass High ,English:Reading,EOC,SOL,              70,             187,              49,             257,             306,    22.88,    61.11,    16.01,    83.99,  455
2021-2022,115,Lynchburg City ,260,E.C. Glass High ,English:Writing,EOC,SOL,              52,             123,             129,             175,             304,    17.11,    40.46,    42.43,    57.57,  420
