School Year,Division Number,Division Name,School Number,School Name,Subject,Gender,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,7,Arlington County ,611,Gunston Middle,Mathematics,F,EOC,SOL,              10,              60,               3,              70,              73,    13.70,    82.19,     4.11,    95.89,  452
2021-2022,7,Arlington County ,611,Gunston Middle,Mathematics,M,EOC,SOL,              16,              44,               5,              60,              65,    24.62,    67.69,     7.69,    92.31,  444
2021-2022,7,Arlington County ,180,Jefferson Middle,History and Social Science,F,EOC,SOL,               6,              90,              39,              96,             135,     4.44,    66.67,    28.89,    71.11,  417
2021-2022,7,Arlington County ,180,Jefferson Middle,History and Social Science,M,EOC,SOL,               8,              98,              41,             106,             147,     5.44,    66.67,    27.89,    72.11,  424
2021-2022,7,Arlington County ,180,Jefferson Middle,Mathematics,F,EOC,SOL,              18,              48,               2,              66,              68,    26.47,    70.59,     2.94,    97.06,  465
2021-2022,7,Arlington County ,180,Jefferson Middle,Mathematics,M,EOC,SOL,              11,              55,               0,              66,              66,    16.67,    83.33,      .00,100.00,  466
2021-2022,7,Arlington County ,500,Kenmore Middle,History and Social Science,F,EOC,SOL,               9,              76,              67,              85,             152,     5.92,    50.00,    44.08,    55.92,  407
2021-2022,7,Arlington County ,500,Kenmore Middle,History and Social Science,M,EOC,SOL,               8,             107,              58,             115,             173,     4.62,    61.85,    33.53,    66.47,  415
2021-2022,7,Arlington County ,500,Kenmore Middle,Mathematics,F,EOC,SOL,              20,              28,               0,              48,              48,    41.67,    58.33,      .00,100.00,  490
2021-2022,7,Arlington County ,500,Kenmore Middle,Mathematics,M,EOC,SOL,              16,              45,               1,              61,              62,    25.81,    72.58,     1.61,    98.39,  471
2021-2022,7,Arlington County ,240,Swanson Middle,History and Social Science,F,EOC,SOL,              30,             100,              20,             130,             150,    20.00,    66.67,    13.33,    86.67,  452
2021-2022,7,Arlington County ,240,Swanson Middle,History and Social Science,M,EOC,SOL,              34,             107,              28,             141,             169,    20.12,    63.31,    16.57,    83.43,  455
2021-2022,7,Arlington County ,240,Swanson Middle,Mathematics,F,EOC,SOL,              41,              54,               2,              95,              97,    42.27,    55.67,     2.06,    97.94,  484
